CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE
03/18/2020 ,00301033     ,ANTIOCH UNIVERSITY                                                    ,ANTIOCH UNIVERSITY - LOS ANGELES - LA MAKER                           ,1933 S. BROADWAY                                                       ,LOS ANGELES              ,CA        ,90007-4501
03/19/2020 ,02104000     ,HARRIS SCHOOL OF BUSINESS                                             ,HARRIS SCHOOL OF BUSINESS                                             ,ONE CHERRY HILL SUITE 700 ONE MALL DRIVE                               ,CHERRY HILL              ,NJ        ,08002-2983
03/19/2020 ,02190703     ,FORTIS COLLEGE                                                        ,FORTIS COLLEGE - CENTERVILLE                                          ,101 EAST ALEX BELL ROAD SUITE 104                                      ,CENTERVILLE              ,OH        ,45459-6120
03/19/2020 ,02564700     ,ELAINE STEVEN BEAUTY COLLEGE                                          ,ELAINE STEVEN BEAUTY COLLEGE                                          ,10420 WEST FLORISSANT AVE                                              ,SAINT LOUIS              ,MO        ,63136-2343
03/19/2020 ,02564703     ,ELAINE STEVEN BEAUTY COLLEGE                                          ,ELAINE STEVEN BEAUTY COLLEGE - ADVANCE BEAUTY COLLEGE WENTZVILLE      ,982 WENTZVILLE PARKWAY                                                 ,WENTZVILLE               ,MO        ,63385-3695
03/20/2020 ,03513400     ,APEX SCHOOL OF THEOLOGY                                               ,APEX SCHOOL OF THEOLOGY                                               ,1701 T.W. ALEXANDER DRIVE                                              ,DURHAM                   ,NC        ,27703-8024
03/22/2020 ,02278101     ,SANTA FE COMMUNITY COLLEGE                                            ,SANTA FE COMMUNITY COLLEGE - HIGHER EDUCATION CENTER                  ,1950 SIRINGO ROAD                                                      ,SANTA FE                 ,NM        ,87505-5441
03/23/2020 ,03916300     ,ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING                            ,ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING                            ,9140 PAGE AVENUE                                                       ,OVERLAND                 ,MO        ,63114-6123
03/24/2020 ,04231800     ,PRINCESS BEAUTY SCHOOL                                                ,PRINCESS BEAUTY SCHOOL                                                ,25861 FORD ROAD SUITE A                                                ,DEARBORN HEIGHTS         ,MI        ,48127-2999
03/24/2020 ,72098836     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - SOUTHERN CALIFORNIA CAMPUS II                 ,3150 BRISTOL STREET                                                    ,COSTA MESA               ,CA        ,92626-3088
03/25/2020 ,02553601     ,DIVERSIFIED VOCATIONAL COLLEGE                                        ,DIVERSIFIED VOCATIOAL COLLEGE - LA CIENEGA                            ,11209 LA CIENEGA BLOULEVARD                                            ,LOS ANGELES              ,CA        ,90045-6112
03/29/2020 ,02163500     ,NEW ENGLAND SCHOOL OF PHOTOGRAPHY                                     ,NEW ENGLAND SCHOOL OF PHOTOGRAPHY                                     ,274 MOODY STREET                                                       ,WALTHAM                  ,MA        ,02453-5201
03/30/2020 ,32098820     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - WEST FLORIDA LEARNING CENTER (LC)             ,12802 TAMPA OAKS BOULEVARD                                             ,TEMPLE TERRACE           ,FL        ,33637-1920
03/31/2020 ,00215013     ,FISHER COLLEGE                                                        ,FISHER COLLEGE - BROCKTON CAMPUS                                      ,370 OAK STREET                                                         ,BROCKTON                 ,MA        ,02301-3308
03/31/2020 ,02220000     ,COLLEEN O'HARA'S BEAUTY ACADEMY                                       ,COLLEEN O'HARA'S BEAUTY ACADEMY                                       ,109 WEST 4TH STREET                                                    ,SANTA ANA                ,CA        ,92701-4625
03/31/2020 ,04145000     ,SAN DIEGO CULINARY INSTITUTE                                          ,SAN DIEGO CULINARY INSTITUTE                                          ,8024 LA MESA BOULEVARD                                                 ,LA MESA                  ,CA        ,91942-0335
04/01/2020 ,01146048     ,NATIONAL UNIVERSITY                                                   ,NATIONAL UNIVERSITY - RIVERSIDE                                       ,21810 CACTUS AVENUE                                                    ,RIVERSIDE                ,CA        ,92518-3010
04/01/2020 ,03643300     ,MR. JOHN'S SCHOOL OF COSMETOLOGY & NAILS                              ,MR. JOHN'S SCHOOL OF COSMETOLOGY & NAILS                              ,1429 SOUTH MAIN STREET                                                 ,JACKSONVILLE             ,IL        ,62650-3488
04/11/2020 ,00372607     ,AMERICAN NATIONAL UNIVERSITY                                          ,NATIONAL COLLEGE - BRISTOL CAMPUS                                     ,1328 HIGHWAY 11W                                                       ,BRISTOL                  ,TN        ,37620-8530
04/11/2020 ,00372613     ,AMERICAN NATIONAL UNIVERSITY                                          ,AMERICAN NATIONAL UNIVERSITY - PARKERSBURG CAMPUS                     ,110 PARK CENTER DRIVE                                                  ,PARKERSBURG              ,WV        ,26101-1929
04/13/2020 ,00303017     ,OHIO CHRISTIAN UNIVERSITY                                             ,OHIO CHRISTIAN UNIVERSITY - FIRST CHURCH                              ,FIRST CHURCH OF GOD 3480 REFUGEE ROAD                                  ,COLUMBUS                 ,OH        ,43232-0000
04/13/2020 ,00717806     ,WESTERN SEMINARY                                                      ,WESTERN SEMINARY - MARS HILL CHURCH                                   ,620 106TH AVENUE NORTHEAST                                             ,BELLEVUE                 ,WA        ,98004-5003
04/19/2020 ,01262705     ,THOMAS M. COOLEY LAW SCHOOL                                           ,THOMAS M. COOLEY LAW SCHOOL - KALAMAZOO                               ,WESTERN MICH. UNIV.-SCHNEIDER HALL 1903 W. MICHIGAN AVE.               ,KALAMAZOO                ,MI        ,49008-5200
04/21/2020 ,52098893     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - KILLEEN LEARNING CENTER (LC)                  ,902 WEST CENTRAL TEXAS EXPRESSWAY SUITE 300                            ,KILLEEN                  ,TX        ,76541-2566
04/24/2020 ,00224930     ,DAVENPORT UNIVERSITY                                                  ,DAVENPORT UNIVERSITY - FLINT                                          ,MOTT COMMUNITY COLLEGE 1401 EAST COURT STREET                          ,FLINT                    ,MI        ,48503-6208
04/24/2020 ,00224950     ,DAVENPORT UNIVERSITY                                                  ,DAVENPORT UNIVERSITY - MACOMB CC                                      ,44575 GARFIELD RD UCI                                                  ,CLINTON TOWNSHIP         ,MI        ,48038-1139
04/24/2020 ,00224951     ,DAVENPORT UNIVERSITY                                                  ,DAVENPORT UNIVERSITY - SCHOOLCRAFT COLLEGE                            ,18600 HAGGERTY ROAD                                                    ,LIVONIA                  ,MI        ,48152-3932
04/24/2020 ,00299220     ,UNIVERSITY OF MARY                                                    ,UNIVERSITY OF MARY - ASU AZ                                           ,230 EAST UNIVERSITY                                                    ,TEMPE                    ,AZ        ,85281-3730
04/25/2020 ,01163100     ,D'JAY'S INSTITUTE OF COSMETOLOGY AND ESTHIOLOGY                       ,D'JAY'S INSTITUTE OF COSMETOLOGY AND ESTHIOLOGY                       ,10120 RED OAK DRIVE                                                    ,BATON ROUGE              ,LA        ,70815-1628
04/26/2020 ,52098843     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - ALBUQUERQUE CAMPUS (C)                        ,5700 PASADENA AVENUE NE                                                ,ALBUQUERQUE              ,NM        ,87113-1570
04/27/2020 ,00757003     ,HELENA COLLEGE UNIVERSITY OF MONTANA                                  ,HELENA COLLEGE UNIVERSITY OF MONTANA - MISSOULA COLLEGE UNIV OF MT    ,1205 EAST BROADWAY STREET                                              ,MISSOULA                 ,MT        ,59802-7910
04/27/2020 ,00757004     ,HELENA COLLEGE UNIVERSITY OF MONTANA                                  ,HELENA COLLEGE UNIVERSITY OF MONTANA - PARK COUNTY RURAL FIRE DISTRICT,304 EAST PARK STREET                                                   ,LIVINGSTON               ,MT        ,59047-2715
04/27/2020 ,02258600     ,AVALON SCHOOL OF COSMETOLOGY                                          ,AVALON SCHOOL OF COSMETOLOGY                                          ,2318 CENTRAL AVENUE                                                    ,ALAMEDA                  ,CA        ,94501-4569
04/28/2020 ,00621401     ,BLESSING HOSPITAL                                                     ,BLESSING HOSPITAL - SCHOOL OF MEDICAL LABORATORY TECHNICIANS          ,BROADWAY AT 11TH STREET                                                ,QUINCY                   ,IL        ,62305-7005
04/29/2020 ,02330102     ,PIONEER PACIFIC COLLEGE                                               ,PIONEER PACIFIC COLLEGE - SPRINGFIELD                                 ,3800 SPORTS WAY                                                        ,SPRINGFIELD              ,OR        ,97477-1995
04/29/2020 ,02330103     ,PIONEER PACIFIC COLLEGE                                               ,PIONEER PACIFIC COLLEGE - OREGON CULINARY INSTITUTE                   ,2140 SOUTHWEST JEFFERSON STREET SUITE 100                              ,PORTLAND                 ,OR        ,97201-7728
04/29/2020 ,02330104     ,PIONEER PACIFIC COLLEGE                                               ,PIONEER PACIFIC COLLEGE - BEAVERTON                                   ,4145 SOUTHWEST WATSON AVENUE SUITE 300                                 ,BEAVERTON                ,OR        ,97005-2157
04/30/2020 ,04119200     ,EAGLE ROCK COLLEGE                                                    ,EAGLE ROCK COLLEGE                                                    ,3450 WILSHIRE BOULEVARD SUITE 600                                      ,LOS ANGELES              ,CA        ,90010-2213
04/30/2020 ,04184300     ,PAUL MITCHELL THE SCHOOL ARDMORE                                      ,PAUL MITCHELL THE SCHOOL ARDMORE                                      ,607 NORTH COMMERCE STREET                                              ,ARDMORE                  ,OK        ,73401-3912
05/01/2020 ,00117903     ,NOTRE DAME DE NAMUR UNIVERSITY                                        ,NOTRE DAME DE NAMUR UNIVERSITY - TRACY CAMPUS                         ,902 N CENTRAL AVE                                                      ,TRACY                    ,CA        ,95376-3929
05/01/2020 ,00132215     ,UNIVERSITY OF REDLANDS                                                ,UNIVERSITY OF REDLANDS - WEWORKS GAS TOWER                            ,555 WEST 5TH STREET                                                    ,LOS ANGELES              ,CA        ,90013-1010
05/01/2020 ,04234700     ,CALIFORNIA INTERNATIONAL BUSINESS UNIVERSITY                          ,CALIFORNIA INTERNATIONAL BUSINESS UNIVERSITY                          ,550 WEST B STREET SUITE 210                                            ,SAN DIEGO                ,CA        ,92101-9210
05/02/2020 ,00231401     ,SAGINAW VALLEY STATE UNIVERSITY                                       ,SAGINAW VALLEY STATE UNIVERSITY - MACOMB CENTER                       ,30330 HICKEY ROAD                                                      ,CHESTERFIELD             ,MI        ,48051-3911
05/03/2020 ,00152602     ,SAINT LEO UNIVERSITY                                                  ,SAINT LEO UNIVERSITY - LANGLEY EDUCATION CENTER                       ,450 WEYLAND ROAD BUILDING 1027                                         ,LANGLEY AIR FORCE BASE   ,VA        ,23665-0000
05/03/2020 ,00152607     ,SAINT LEO UNIVERSITY                                                  ,SAINT LEO UNIVERSITY - FORT LEE EDUCATION CENTER                      ,700 QUARTERS ROAD BUILDING 12400 ROOM 159                              ,FORT LEE                 ,VA        ,23801-0220
05/03/2020 ,00152610     ,SAINT LEO UNIVERSITY                                                  ,SAINT LEO UNIVERSITY - SOUTH HAMPTON ROADS EDUCATION CENTER           ,1481 D STREET BUILDING 3016 JOINT EXPEDITIONARY BASE                   ,VIRGINIA BEACH           ,VA        ,23459-0000
05/03/2020 ,00152612     ,SAINT LEO UNIVERSITY                                                  ,SAINT LEO UNIVERSITY - FORT EUSTIS EDUCATION CENTER                   ,1500 MADISON AVENUE ARMY EDUCATION CENTER                              ,FORT EUSTIS              ,VA        ,23604-4326
05/03/2020 ,00152620     ,SAINT LEO UNIVERSITY                                                  ,SAINT LEO UNIVERSITY - MADISON EDUCATION OFFICE                       ,126 SOUTHWEST SUMATRA AVENUE                                           ,MADISON                  ,FL        ,32340-0000
05/03/2020 ,00152621     ,SAINT LEO UNIVERSITY                                                  ,SAINT LEO UNIVERSITY - NAVAL STATION NORFOLK EDUCATION CENTER         ,1680 GILBERT STREET BUILDING IE                                        ,NORFOLK                  ,VA        ,23511-2907
05/03/2020 ,00152622     ,SAINT LEO UNIVERSITY                                                  ,SAINT LEO UNIVERSITY - NAVAL AIR STATION OCEANA EDUCATION CENTER      ,902 EAST AVENUE BUILDING 531 ROOM 105                                  ,VIRGINIA BEACH           ,VA        ,23460-5120
05/03/2020 ,00152625     ,SAINT LEO UNIVERSITY                                                  ,SAINT LEO UNIVERSITY - GWINNETT EDUCATION CENTER                      ,3555 KOGER BOULEVARD CLARKSTON BUILDING SUITE 105                      ,DULUTH                   ,GA        ,30096-0000
05/03/2020 ,00152626     ,SAINT LEO UNIVERSITY                                                  ,SAINT LEO UNIVERSITY - TALLAHASSEE EDUCATION CENTER                   ,444 APPLEYARD DRIVE UC BUILDING SUITE 136                              ,TALLAHASSEE              ,FL        ,32304-0000
05/03/2020 ,00152629     ,SAINT LEO UNIVERSITY                                                  ,SAINT LEO UNIVERSITY - CHESAPEAKE EDUCATION CENTER                    ,1434 CROSSWAYS BOULEVARD                                               ,CHESAPEAKE               ,VA        ,23320-0000
05/03/2020 ,00152635     ,SAINT LEO UNIVERSITY                                                  ,SAINT LEO UNIVERSITY - GAINESVILLE EDUCATION CENTER                   ,4650 NORTHWEST 39TH PLACE SUITE B                                      ,GAINESVILLE              ,FL        ,32606-0000
05/05/2020 ,00153102     ,STETSON UNIVERSITY                                                    ,STETSON UNIVERSITY - CELEBRATION CAMPUS                               ,851 CELEBRATION AVE SUITE 105                                          ,CELEBRATION              ,FL        ,34747-4612
05/05/2020 ,00273413     ,HOUGHTON COLLEGE                                                      ,HOUGHTON COLLEGE - HOPE HOUSE                                         ,KERNS BUILDING 170 KERNS AVE                                           ,BUFFALO                  ,NY        ,14211-1250
05/05/2020 ,00359304     ,NAVARRO COLLEGE                                                       ,NAVARRO COLLEGE - FAIRFIELD                                           ,961 EAST COMMERCE STREET                                               ,FAIRFIELD                ,TX        ,75840-6831
05/05/2020 ,02491501     ,SOUTHWEST UNIVERSITY OF VISUAL ARTS                                   ,SOUTHWEST UNIVERSITY OF VISUAL ARTS - ALBUQUERQUE                     ,5000 MARBLE NORTH EAST                                                 ,ALBUQUERQUE              ,NM        ,87110-2620
05/07/2020 ,00207834     ,LOYOLA UNIVERSITY MARYLAND                                            ,LOYOLA UNIVERSITY MARYLAND - MONTESSORI INSTITUTE OF ATLANTA          ,2991 N.DECATUR ROAD                                                    ,DECATUR                  ,GA        ,30033-5913
05/07/2020 ,00207839     ,LOYOLA UNIVERSITY MARYLAND                                            ,LOYOLA UNIVERSITY MARYLAND - BISHOP MCNAMARA HIGH SCHOOL              ,6800 MARLBORO PIKE                                                     ,FORESTVILLE              ,MD        ,20747-3238
05/07/2020 ,00207844     ,LOYOLA UNIVERSITY MARYLAND                                            ,LOYOLA UNIVERSITY MARYLAND - MONTESSORI NORTHWEST                     ,215 DEMPSEY ROAD                                                       ,MILPITAS                 ,CA        ,95035-5206
05/07/2020 ,00302411     ,CASE WESTERN RESERVE UNIVERSITY                                       ,CASE WESTERN RESERVE UNIVERSITY - CASE SCHOOL OF ENGINEERING          ,6540 LUSK BLVD SUITE C274                                              ,SAN DIEGO                ,CA        ,92121-2767
05/07/2020 ,00773803     ,SOUTHERN ARKANSAS UNIVERSITY TECH                                     ,SOUTHERN ARKANSAS UNIVERSITY TECH - MAGNOLIA SITE                     ,103 BUSINESS PARK DRIVE                                                ,MAGNOLIA                 ,AR        ,71753-5000
05/08/2020 ,00554111     ,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE                       ,BAUDETTE LINEWORKER EDUCATION CENTER                                  ,441 ST HIGHWAY 71 N.W.                                                 ,BAUDETTE                 ,MN        ,56623-0000
05/08/2020 ,01113303     ,COLLEGE OF EASTERN IDAHO                                              ,COLLEGE OF EASTERN IDAHO - THE DEVELOPMENT COMPANY                    ,104 NORTH BRIDGE STREET SUITE 111                                      ,ST. ANTHONY              ,ID        ,83445-1457
05/08/2020 ,01287002     ,SOUTHERN STATE COMMUNITY COLLEGE                                      ,SOUTHERN STATE COMMUNITY COLLEGE - NORTH CAMPUS                       ,2698 OLD STATE ROAD 73                                                 ,WILMINGTON               ,OH        ,45177-0000
05/08/2020 ,02330100     ,PIONEER PACIFIC COLLEGE                                               ,PIONEER PACIFIC COLLEGE                                               ,4145 SOUTHWEST WATSON AVENUE SUITE 300                                 ,BEAVERTON                ,OR        ,97005-2157
05/09/2020 ,00117901     ,NOTRE DAME DE NAMUR UNIVERSITY                                        ,MISSION COLLEGE                                                       ,3000 MISSION COLLEGE BLVD                                              ,SANTA CLARA              ,CA        ,95054-1897
05/09/2020 ,00304630     ,FRANKLIN UNIVERSITY                                                   ,FRANKLIN UNIVERSITY - URBANA UNIVERSITY                               ,579 COLLEGE WAY                                                        ,URBANA                   ,OH        ,43078-2091
05/09/2020 ,00350700     ,MEMPHIS COLLEGE OF ART                                                ,MEMPHIS COLLEGE OF ART                                                ,1930 POPLAR AVENUE                                                     ,MEMPHIS                  ,TN        ,38104-2764
05/09/2020 ,00351040     ,MIDDLE TENNESSEE STATE UNIVERSITY                                     ,MIDDLE TENNESSEE STATE UNIVERSITY - HOBGOOD ELEMENTARY SCHOOL         ,307 SOUTH BAIRD LANE                                                   ,MURFREESBORO             ,TN        ,37130-4526
05/09/2020 ,00351041     ,MIDDLE TENNESSEE STATE UNIVERSITY                                     ,MIDDLE TENNESSEE STATE UNIVERSITY - JOHN PITTARD ELEMENTARY SCHOOL    ,745 DEJARNETTE LANE                                                    ,MURFREESBORO             ,TN        ,37130-9160
05/12/2020 ,00316402     ,OKLAHOMA BAPTIST UNIVERSITY                                           ,OKLAHOMA BAPTIST UNIVERSITY -                                         ,100 WEST ALBANY                                                        ,BROKEN ARROW             ,OK        ,74012-8284
05/12/2020 ,00679101     ,SUNY COLLEGE AT PURCHASE                                              ,SUNY COLLEGE AT PURCHASE - ROCKLAND COMMUNITY COLLEGE                 ,145 COLLEGE ROAD                                                       ,SUFFERN                  ,NY        ,10901-3620
05/13/2020 ,00277202     ,MERCY COLLEGE                                                         ,MERCY COLLEGE - YORKTOWN CAMPUS                                       ,2651 STRANG BOULEVARD                                                  ,YORKTOWN HEIGHTS         ,NY        ,10598-2997
05/13/2020 ,00277225     ,MERCY COLLEGE                                                         ,MERCY COLLEGE - CNR BKLYN - TEACH OUT                                 ,SHEFFIELD BUILDING 1360-1390 FULTON STREET                             ,BROOKLYN                 ,NY        ,11216-9993
05/13/2020 ,00277227     ,MERCY COLLEGE                                                         ,MERCY COLLEGE - CNR HARLEM - TEACH OUT                                ,ROSA PARKS CENTER 313 WEST 125TH STREET                                ,NEW YORK                 ,NY        ,10027-9998
05/13/2020 ,00356002     ,DALLAS BAPTIST UNIVERSITY                                             ,DALLAS BAPTIST UNIVERSITY - CENTER FOR SERVANT LEADERSHIP             ,110 GRAPEVINE HIGHWAY                                                  ,HURST                    ,TX        ,76034-0000
05/14/2020 ,00237117     ,UNIVERSITY OF NORTHWESTERN- ST PAUL                                   ,UNIVERSITY OF NORTHWESTERN- ST PAUL - SIOUX FALLS                     ,4721 WEST 71ST STREET                                                  ,SIOUX FALLS              ,SD        ,57108-8184
05/14/2020 ,00849202     ,CHI HEALTH SCHOOL OF RADIOLOGIC TECHNOLOGY                            ,CHI HEALTH SCHOOL OF RADIOLOGIC TECHNOLOGY                            ,6901 NORTH 72ND STREET                                                 ,OMAHA                    ,NE        ,68122-1709
05/15/2020 ,00110104     ,UNIVERSITY OF ARKANSAS AT LITTLE ROCK                                 ,UNIVERSITY OF ARKANSAS AT LITTLE ROCK - BENTON CENTER                 ,401 RIVER STREET                                                       ,BENTON                   ,AR        ,72015-4206
05/15/2020 ,00135202     ,DENVER SEMINARY                                                       ,DENVER SEMINARY - WEST TEXAS                                          ,6100 SONCY                                                             ,AMARILLO                 ,TX        ,79119-6546
05/15/2020 ,00136006     ,METROPOLITAN STATE UNIVERSITY OF DENVER                               ,METROPOLITAN STATE UNIVERSITY OF DENVER - DETROIT INSTITUTE OF MUSIC E,1265 GRISWOLD STREET  CAPITAL PARK                                     ,DETROIT                  ,MI        ,48226-1801
05/15/2020 ,00204301     ,HUSSON UNIVERSITY                                                     ,HUSSON UNIVERSITY - SOUTHERN MAINE CAMPUS                             ,340 COUNTY ROAD                                                        ,WESTBROOK                ,ME        ,04092-1901
05/15/2020 ,00204306     ,HUSSON UNIVERSITY                                                     ,HUSSON UNIVERSITY - WELLS                                             ,112 COLLEGE DRIVE                                                      ,WELLS                    ,ME        ,04090-0000
05/15/2020 ,00284902     ,STATE UNIVERSITY OF NEW YORK COLLEGE AT PLATTSBURGH                   ,STATE UNIVERSITY OF NEW YORK COLLEGE AT PLATTSBURGH - HVCC            ,HUDSON VALLEY COMMUNITY COLLEGE 80 VANDENBURGH AVENUE                  ,TROY                     ,NY        ,12180-6096
05/15/2020 ,02241702     ,PJ'S COLLEGE OF COSMETOLOGY                                           ,PJ'S COLLEGE OF COSMETOLOGY - CRESTWOOD                               ,6539 WEST HIGHWAY 22                                                   ,CRESTWOOD                ,KY        ,40014-9323
05/16/2020 ,00366333     ,WAYLAND BAPTIST UNIVERSITY                                            ,WAYLAND BAPTIST UNIVERSITY                                            ,MOUNTAIN VIEW BAPTIST CHURCH 4959 HONDO PASS                           ,EL PASO                  ,TX        ,79924-0000
05/16/2020 ,03173301     ,ATLANTA'S JOHN MARSHALL LAW SCHOOL                                    ,ATLANTA'S JOHN MARSHALL LAW SCHOOL - SAVANNAH LAW SCHOOL              ,7426 HODGSON MEMORIAL DRIVE                                            ,SAVANNAH                 ,GA        ,31406-2516
05/17/2020 ,01201537     ,AUSTIN COMMUNITY COLLEGE                                              ,AUSTIN COMMUNITY COLLEGE - CUSTOM CYCLE AND MACHINE SHOP              ,1003 GRANDRIDGE TRAIL                                                  ,CEDAR PARK               ,TX        ,78613-4012
05/17/2020 ,01201549     ,AUSTIN COMMUNITY COLLEGE                                              ,AUSTIN COMMUNITY COLLEGE - TOP DEAD CYCLE CENTER                      ,4505 TERRY-O- LANE SUITE B-201                                         ,AUSTIN                   ,TX        ,78745-2088
05/18/2020 ,04184900     ,COLLEGE OF INTERNATIONAL ESTHETICS                                    ,COLLEGE OF INTERNATIONAL ESTHETICS                                    ,7330 WEST 52ND AVENUE UNIT T                                           ,ARVADA                   ,CO        ,80002-3754
05/24/2020 ,03156302     ,ESTRELLA MOUNTAIN COMMUNITY COLLEGE                                   ,ESTRELLA MOUNTAIN COMMUNITY COLLEGE - BUCKEYE EDUCATIONAL CENTER      ,902 EASON AVENUE                                                       ,BUCKEYE                  ,AZ        ,85326-2602
05/26/2020 ,00239717     ,BELHAVEN UNIVERSITY                                                   ,BELHAVEN UNIVERSITY - MADISON CAMPUS                                  ,401 BAPTIST DRIVE SUITE 201                                            ,MADISON                  ,MS        ,39110-2009
05/30/2020 ,00394104     ,UNIVERSIDAD ANA G. MÉNDEZ - CAROLINA CAMPUS                           ,UNIVERSIDAD ANA G. MÉNDEZ - YAUCO                                     ,CALLE SANTO DOMINGO #29                                                ,YAUCO                    ,PR        ,00698-0000
05/30/2020 ,00884306     ,ALASKA BIBLE COLLEGE                                                  ,ALASKA BIBLE COLLEGE -                                                ,COLLEGE ROAD MILE 187 GLENN HIGHWAY                                    ,GLENNALLEN               ,AK        ,99588-0000
05/30/2020 ,02311000     ,PAUL MITCHELL THE SCHOOL PORTLAND                                     ,PAUL MITCHELL THE SCHOOL PORTLAND                                     ,234 SW BROADWAY                                                        ,PORTLAND                 ,OR        ,97205-3724
05/31/2020 ,00125212     ,HOPE INTERNATIONAL UNIVERSITY                                         ,HOPE INTERNATIONAL UNIVERSITY - NEBRASKA CHRISTIAN COLLEGE            ,12550 SOUTH 114TH STREET                                               ,PAPILLION                ,NE        ,68046-4256
05/31/2020 ,00407254     ,NORTHWOOD UNIVERSITY                                                  ,NORTHWOOD UNIVERSITY - TROY PROGRAM CENTER                            ,1500 W. BIG BEAVER                                                     ,TROY                     ,MI        ,48084-2900
05/31/2020 ,00460815     ,BARTON COUNTY COMMUNITY COLLEGE                                       ,BARTON COUNTY COMMUNITY COLLEGE - SALINA FIRE STATION                 ,2633 BELMONT                                                           ,SALINA                   ,KS        ,67401-7695
05/31/2020 ,00460843     ,BARTON COUNTY COMMUNITY COLLEGE                                       ,BARTON COUNTY COMMUNITY COLLEGE - HAYS MEDICAL CENTER                 ,2220 CANTERBURY DRIVE                                                  ,HAYS                     ,KS        ,67601-2370
05/31/2020 ,00460857     ,BARTON COUNTY COMMUNITY COLLEGE                                       ,BARTON COUNTY COMMUNITY COLLEGE - CHAPARRAL HIGH SCHOOL               ,467 NORTH STATE ROAD 14                                                ,ANTHONY                  ,KS        ,67003-9030
05/31/2020 ,00460858     ,BARTON COUNTY COMMUNITY COLLEGE                                       ,BARTON COUNTY COMMUNITY COLLEGE - HARPER COUNTY HEALTH DEPARTMENT     ,123 NORTH JENNINGS                                                     ,ANTHONY                  ,KS        ,67003-2708
05/31/2020 ,03667300     ,FAITH THEOLOGICAL SEMINARY                                            ,FAITH THEOLOGICAL SEMINARY                                            ,529 WALKER AVENUE                                                      ,BALTIMORE                ,MD        ,21212-2624
06/01/2020 ,00343624     ,LIMESTONE UNIVERSITY                                                  ,LIMESTONE UNIVERSITY - AIKEN TECHNICAL COLLEGE                        ,2276 JEFFERSON DAVIS HIGHWAY                                           ,GRANITEVILLE             ,SC        ,29829-4045
06/01/2020 ,01028631     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - RIVERHEAD                                 ,303 GRIFFING AVENUE                                                    ,RIVERHEAD                ,NY        ,11901-3010
06/01/2020 ,03089102     ,GEORGIA INSTITUTE OF COSMETOLOGY                                      ,GEORGIA INSTITUTE OF COSMETOLOGY -AUGUSTA                             ,3435 WRIGHTSBORO ROAD                                                  ,AUGUSTA                  ,GA        ,30909-3913
06/01/2020 ,03101303     ,GRANITE STATE COLLEGE                                                 ,GRANITE STATE COLLEGE - CONWAY                                        ,53 TECHNOLOGY LANE SUITE 150                                           ,CONWAY                   ,NH        ,03818-5805
06/01/2020 ,03101307     ,GRANITE STATE COLLEGE                                                 ,GRANITE STATE COLLEGE - PORTSMOUTH                                    ,51 INTERNATIONAL DRIVE PEASE INTNL. TRADEPORT                          ,PORTSMOUTH               ,NH        ,03801-2882
06/01/2020 ,03101308     ,GRANITE STATE COLLEGE                                                 ,GRANITE STATE COLLEGE - ROCHESTER                                     ,35E INDUSTRIAL WAY SUITE 101                                           ,ROCHESTER                ,NH        ,03867-3460
06/02/2020 ,00134201     ,WHITTIER COLLEGE                                                      ,WHITTIER COLLEGE - COLLEGE OF LAW                                     ,3333 HARBOR BOULEVARD                                                  ,COSTA MESA               ,CA        ,92626-1501
06/05/2020 ,00297208     ,NORTH CAROLINA STATE UNIVERSITY                                       ,NORTH CAROLINA STATE UNIVERSITY - SOUTHERN VANCE HIGH SCHOOL          ,925 GARRETT ROAD                                                       ,HENDERSON                ,NC        ,27537-9218
06/05/2020 ,00297221     ,NORTH CAROLINA STATE UNIVERSITY                                       ,NORTH CAROLINA STATE UNIVERSITY - PERSON COUNTY SCHOOLS               ,304 SOUTH MORGAN STREET                                                ,ROXBORO                  ,NC        ,27573-5245
06/11/2020 ,00281003     ,RUSSELL SAGE COLLEGE                                                  ,SAGE COLLEGES - LONG ISLAND                                           ,C/O WESTERN SUFFOLK BOCES 31 LEE AVENUE                                ,WHEATLEY  HEIGHTS        ,NY        ,11798-1837
06/11/2020 ,00945918     ,EMPIRE BEAUTY SCHOOL                                                  ,EMPIRE BEAUTY SCHOOL - HANOVER PARK                                   ,1166 E. LAKE STREET                                                    ,HANOVER PARK             ,IL        ,60133-5421
06/11/2020 ,01054212     ,EMPIRE BEAUTY SCHOOL                                                  ,EMPIRE BEAUTY SCHOOL - DUNWOODY                                       ,4719 ASHFORD-DUNWOODY ROAD SUITE 205                                   ,DUNWOODY                 ,GA        ,30338-3020
